2022,0 NORTH AVE WAKEFIELD LLC,1,0,0,0,MA,WAKEFIELD,1880
2022,1 800 CONTACTS INC,0,0,1,0,UT,DRAPER,84020
2022,10BITS LLC,2,0,5,0,TX,IRVING,75063
2022,10X GENOMICS INC,1,0,8,0,CA,PLEASANTON,94588
2022,1211 WPR MED SVCS PC DBA BRONXDOCS,0,0,1,0,NY,BRONX,10472
2022,14 WEST ADMINISTRATIVE SVCS LLC,0,0,1,0,MD,BALTIMORE,21201
2022,1661 INC D/B/A GOAT,0,0,3,0,CA,LOS ANGELES,90018
2022,19 VARNUM ST OPERATING CO LLC,0,0,1,0,MA,LOWELL,1850
2022,1ST COAST NO MORE HOMELESS PETS IN,0,0,1,0,FL,JACKSONVILLE,32208
2022,1ST FAMILY DENTAL PC,0,0,1,0,IL,ADDISON,60101
2022,1STDIBS COM INC,1,0,0,0,NY,NEW YORK,10003
2022,1WORLDSYNC INC,0,0,1,0,IL,CHICAGO,60606
2022,2 7 AUGUST APPAREL INC,0,0,1,0,CA,LOS ANGELES,90007
2022,2 SWEET OF YONKERS INC DBA AUNTIE,0,0,1,0,NY,LEVITTOWN,11756
2022,21 STAFF LLC,0,0,2,0,CA,PLEASANTON,94588
2022,22 STREET SAI LLC,0,0,1,0,NY,BROOKLYN,11232
2022,22ND CENTURY TECHNOLOGIES INC,1,0,3,0,VA,MC LEAN,22102
2022,23ANDME INC,0,0,3,0,CA,SUNNYVALE,94086
2022,24 7 AI INC,0,0,1,0,CA,SAN JOSE,95124
2022,24 ON PHYSICIANS PC,0,0,1,0,GA,ALPHARETTA,30009
2022,24X7SYSTEMS INC,0,0,1,0,GA,ALPHARETTA,30004
2022,2600HZ INC,0,0,0,1,NV,HENDERSON,89052
2022,2A USA INC,1,0,0,0,AL,AUBURN,36832
2022,2H OFFSHORE INC,1,0,0,0,TX,HOUSTON,77079
2022,2K GAMES INC,1,0,2,0,CA,NOVATO,94949
2022,2M SOLUTIONS INC,1,0,0,0,TX,GRAND PRAIRIE,75050
2022,2ND ORDER SOLUTIONS INC,2,0,0,0,VA,GLEN ALLEN,23060
2022,2RW CONSULTANTS INC,0,0,1,0,VA,FAIRFAX,22031
2022,2SEVENTY BIO INC,0,0,2,0,MA,CAMBRIDGE,2142
2022,3 GIS LLC,0,0,4,0,AL,DECATUR,35601
2022,3 KEY CONSULTING INC,1,0,0,0,CA,SIMI VALLEY,93063
2022,300 ENGRG GROUP PA,0,0,1,0,FL,MIAMI,33134
2022,317 LABS INC DBA EMOTIVE,1,0,0,0,CA,LOS ANGELES,90064
2022,365 RETAIL MARKETS LLC,0,0,3,0,MI,TROY,48084
2022,3AMIGOSIT LLC,1,0,0,0,OH,COLUMBUS,43235
2022,3B STAFFING LLC,3,0,0,0,NJ,NEWARK,7102
