2021,+VANTAGE CORP,0,0,1,0,MI,LIVONIA,48150
2021,01INTERACTIVE INC,2,0,0,0,CA,CITY INDUSTRY,91745
2021,02908 HOLDCO LLC,1,0,0,0,RI,PROVIDENCE,2908
2021,0965688 BC LTD DBA PROCOGIA,1,0,0,0,WA,BELLEVUE,98006
2021,0965688 BC LTD DBA PROCOGIA,2,1,0,0,WA,BELLEVUE,98006
2021,1 800 CONTACTS INC,0,0,1,0,UT,DRAPER,84020
2021,1 800 FLOWERS COM INC,0,0,1,0,NY,CARLE PLACE,11514
2021,1 800 FLOWERS COM INC,0,0,9,0,NY,CARLE PLACE,11514
2021,1 HOTEL SOUTH BEACH INC,0,0,1,0,FL,MIAMI BEACH,33139
2021,10 BITS LLC,10,1,5,0,TX,IRVING,75063
2021,10 ELLICOTT SQUARE COURT CORP,0,0,1,0,NY,BUFFALO,14203
2021,1010DATA SERVICES LLC DBA 1010DATA,0,0,2,0,NY,NEW YORK,10016
2021,1010DATA SERVICES LLC DBA 1010DATA,0,0,3,0,NY,NEW YORK,10017
2021,1028 MICROPATENT,0,0,1,0,PA,PHILADELPHIA,19130
2021,1046 TRADEMARK VISION USA LLC,0,0,1,0,PA,PITTSBURGH,15219
2021,108 INFO SYSTEM LLC,2,0,0,0,VA,RESTON,20190
2021,10BITS LLC,1,0,0,0,TX,DALLAS,75287
2021,10BITS LLC,1,0,0,0,TX,FRISCO,75036
2021,10BITS LLC,28,1,14,0,TX,IRVING,75063
2021,10TH LANE PARTNERS LP,1,0,0,0,NY,NEW YORK,10165
2021,10X GENOMICS INC,9,0,24,0,CA,PLEASANTON,94588
2021,10XTS INC,0,0,1,0,OH,EATON,45320
2021,10XTS INC,0,0,1,0,OH,EATON,45320
2021,11 CAPITAL PARTNERS LP,0,0,1,0,NY,NEW YORK,10017
2021,11 HEALTH AND TECHNOLOGIES INC,1,0,0,0,CA,IRVINE,92618
2021,11 HEALTH AND TECHNOLOGIES INC,0,0,1,0,CA,IRVINE,92618
2021,110 HOLDINGS LLC,0,0,1,0,WA,BELLEVUE,98005
2021,111 INDUSTRIES INC,0,0,1,0,MI,TROY,48098
2021,12 15 MOLECULAR DIAGNOSTICS INC,1,0,0,0,CT,FAIRFIELD,6825
2021,12 WEST CAPITAL MANAGEMENT LP,0,0,1,0,NY,NEW YORK,10016
2021,1211 WPR MEDICAL SERVICES P C,0,0,1,0,NY,BRONX,10472
2021,1218 HR SOLUTIONS LLC,0,0,1,0,TX,DALLAS,75204
2021,1218 HR SOLUTIONS LLC,0,0,1,0,TX,DALLAS,75204
2021,1265 FITNESS LLC DBA ANYTIME FITNE,0,1,0,0,VA,VIRGINIA BCH,23464
2021,128 TECHNOLOGY INC,0,0,1,0,MA,BURLINGTON,1803
2021,128 TECHNOLOGY INC,0,0,1,0,MA,BURLINGTON,1803
2021,12TH WONDER LLC,0,1,1,0,CA,PLEASANTON,94588
2021,14 STREET MEDICAL PC,1,0,0,0,NY,NEW YORK,10003
2021,14W ADMINISTRATIVE SVCS LLC,1,0,3,0,MD,BALTIMORE,21201
2021,153 LLC DBA SU53,1,0,0,0,DE,WILMINGTON,19803
2021,159 HUNTINGTON HOLDINGS INC,1,0,0,0,NY,NEW YORK,10002
2021,1661 INC D/B/A GOAT,2,0,4,0,CA,LOS ANGELES,90018
2021,1661 INC DBA GOAT,1,0,1,0,CA,LOS ANGELES,90018
2021,17CAPITAL AMERICAS INC,0,0,1,0,NY,NEW YORK,10171
2021,180LA LLC DBA 180NY,0,0,1,0,NY,NEW YORK,10014
2021,1855 INC,1,0,0,0,MA,BOSTON,2116
2021,1855 INC,1,0,0,0,MA,BOSTON,2116
2021,1BYONE PRODUCTS INC,0,1,0,0,CA,ONTARIO,91761
2021,1GLOBE HEALTH INSTITUTE LLC,0,0,1,0,MA,NORWOOD,2062
2021,1HEALTH IO INC,0,0,1,0,CA,SAN FRANCISCO,94111
2021,1LIFE HEALTHCARE INC,1,0,0,0,CA,SAN FRANCISCO,94111
2021,1MPACT FIRST LLC,1,0,0,0,SC,NORTH AUGUSTA,29860
2021,1NTEGER LLC,1,0,0,0,CA,SANTA MONICA,90403
2021,1POINT3ACRES LLC,1,0,0,0,WA,BELLEVUE,98005
2021,1SHARPE CAPITAL LLC,0,0,1,0,CA,OAKLAND,94611
2021,1ST GLOBAL GRAPHICS INC,1,0,0,0,CA,IRWINDALE,91706
2021,1ST GLOBAL GRAPHICS INC,1,0,0,0,CA,IRWINDALE,91706
2021,1ST RANKING TECHNOLOGIES,4,0,1,0,TX,LEWISVILLE,75067
2021,1ST RELIANT HOME LOANS INC,2,0,0,0,CA,TUSTIN,92780
2021,1ST STREET FOUNDATION INC,1,0,0,0,NY,BROOKLYN,11201
2021,1STDIBS COM INC,0,0,1,0,NY,NEW YORK,10003
2021,1TICKET.COM LLC,0,0,1,0,VA,ARLINGTON,22206
2021,1TICKET.COM LLC,0,0,1,0,VA,ARLINGTON,22206
2021,1TOUCH IO INC,0,0,1,0,CT,STAMFORD,6902
2021,1TOUCH IO INC,0,0,1,0,CT,STAMFORD,6902
2021,1WAY SOLUTIONS INC,0,0,1,0,GA,MARIETTA,30067
2021,1WAY SOLUTIONS INC,0,0,1,0,GA,MARIETTA,30067
2021,1WORLDSYNC INC,0,0,3,0,IL,CHICAGO,60606
2021,2 SAAB CONSTRUCTION INC,1,0,0,0,NY,BROOKLYN,11235
2021,2 VILLAS LLC,1,0,0,0,FL,MIAMI,33131
2021,2 X 4 INC,1,0,0,0,NY,NEW YORK,10014
2021,200 OK LLC PROFITWELL,0,0,1,0,MA,BOSTON,2111
2021,2018 PROPERTY MANAGEMENT CORP,0,1,0,0,CA,IRVINE,92620
2021,21 STAFF LLC,3,0,5,0,CA,PLEASANTON,94588
2021,21ST CENTURY HOME HEALTH SVCS INC,1,0,0,0,CA,BURLINGAME,94010
2021,21ST CENTURY US-SINO SVCS INC DBA,1,0,0,0,IL,CHICAGO,60616
2021,21ST MORTGAGE CORPORATION,0,0,5,0,TN,KNOXVILLE,37902
2021,22 MILES INC,0,0,1,0,CA,MILPITAS,95035
2021,22 MILES INC,1,0,0,0,GA,DULUTH,30096
2021,22 V RESEARCH LLC,0,0,1,0,NY,NEW YORK,10022
2021,22MILES DIGITAL SIGNAGE INC,1,0,0,0,GA,DULUTH,30096
2021,22ND CENTURY TECHNOLOGIES INC,2,0,0,0,NJ,SOMERSET,8873
